original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
Can we ever store energy produced in lightning?,Is it possible to store the energy of lightning?,Can we ever store energy produced inch lightning?,3.8178470134735107,0.9074345,0.9351901
What is a narcissistic personality disorder?,What is narcissistic personality disorder?,What is a narcissistic personality disorder?,0.0,0.9936615,0.9999999
How I can speak English fluently?,How can I learn to speak English fluently?,How one can birdsong English fluently?,7.560075759887695,0.6768055,0.70652544
How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,What is the quickbooks customer support phone number USA?,How helpful is QuickBooks' auto data recovery support love number to recover your corrupted data files?,4.112600564956665,0.5631261,0.9503993
Who is the richest gambler of all time and how can I reach his level?,Who is the richest gambler of all time and how can I reach his level as a gambler?,Who is the richest gambler connected all time and how can one reach his level?,7.629717588424683,0.9398744,0.94627535
What is purpose of life?,What's the purpose of life? What is life actually about?,What is purpose connected life?,3.9311931133270264,0.7585117,0.852331
What are some of the high salary income jobs in the field of biotechnology?,What are some high paying jobs for a fresher with an M.Tech in biotechnology?,What are some connected the high salary income jobs inch the field connected biotechnology?,12.385479927062988,0.8128774,0.95957917
How can I increase my height after 21 also?,Can height increase after 25?,How can one increase my height following 21 also?,8.280730485916138,0.7561853,0.9704249
"What were the major effects of the cambodia earthquake, and how do these effects compare to the Kamchatca earthquakes in 1952?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Valparaiso earthquake in 1822?","What were the major effects connected the cambodia earthquake, and how necessary_blawn these effects compare to the Kamchatca earthquakes inch 1952?",11.785874843597412,0.88085115,0.95217526
Which is the best gaming laptop under 60k INR?,Which is the best gaming laptop under Rs 60000?,Which is the best gaming laptop aditya_bhandarkar 60k INR?,3.919045925140381,0.79231036,0.9468303
What are some of the best romantic movies in English?,What is the best romantic movie you have ever seen?,What are some connected the best romantic movies inch English?,7.958957195281982,0.7301504,0.91953254
What causes a nightmare?,What causes nightmares that seem real?,What causes a nightmare?,0.0,0.8397937,1.0000002
How does 3D printing work?,How do 3D printing work?,How does 3D printing work?,0.0,0.9966229,1.0
Will there really be any war between India and Pakistan over the Uri attack? What will be its effects?,Will there be a nuclear war between India and Pakistan?,Will thither really were any war betwixt India and Pakistan across the Uri attack? What will were its effects?,19.672693729400635,0.7152908,0.925764
Can I recover my email if I forgot the password?,What should I do if I forgot my email password?,Can one recover my email if one forgot the password?,7.49026083946228,0.8120756,0.97136736
What's the difference between love and pity?,What is the difference between love and pity?,What's the difference betwixt enjoy and pity?,7.592999696731567,0.6043317,0.6196084
What do you think China food?,How do you think of Chinese food?,What necessary_blawn write_legibly retrieve China food?,11.584874391555786,0.49757105,0.6054553
Why my question was marked as needing imrovement?,How can I ask a question without getting marked as ‘need to improve’?,Why my question was marked as needing imrovement?,0.0,0.6218769,1.0
What mineral holds the highest electrical charge?,What mineral can hold the greatest electrical charge?,What mineral holds the highest electrical charge?,0.0,0.97023165,0.99999994
"Why does China block sanctions at the UN against the Jaish-e-Mohammad (JeM) chief, Masood Azhar?",Why does China support Masood Azhar?,"Why does China block sanctions at the UN against the Jaish-e-Mohammad (JeM) chief, Masood Azhar?",8.307650804519653,0.6549754,1.0000002
Can excessive amounts of Vitamin C cause me to have a miscarriage?,How can Vitamin C cause a miscarriage?,Can excessive amounts connected Vitamin C cause me to `_ve a miscarriage?,7.562971353530884,0.89251477,0.96802795
Who are the Rohingya Muslims?,Who are the Rohingya people?,Who are the Rohingya Muslims?,0.0,0.9248815,0.9999998
Does it matter whether humans are selfish or evil?,Does it matter whether humanity is evil or not?,Does it matter whether humans are selfish or evil?,0.0,0.7841166,1.0000001
Does a black hole have mass?,Does a black hole have a finite mass?,Does a women_dating_interracially hole `_ve mass?,8.707431554794312,0.3311023,0.37968814
"Is Morgan Freeman correct when he says the only way to stop racism, is to stop talking about it?",What are your views about this Morgan Freeman quote about Racism?,"Is Morgan Freeman correct when he says the only way to point racism, is to point talking around it?",13.176912307739258,0.7443098,0.880731
Why does Red keep the keys in OITNB?,Why does Red keep the keys in season 4 of Orange is the New Black?,Why does pink sustain the keys inch OITNB?,11.772348165512085,0.5596657,0.6729835
"If I do not monetize YouTube videos & upload copyright content, then are there chances that Google may block my account?",How do you upload movies on YouTube and monetize them? Is there any issue of copyright,"If one necessary_blawn not monetize YouTube videos & upload copyright content, then are thither chances that Google may block my account?",12.032435655593872,0.5914748,0.925403
What does the Quora website look like to members of Quora moderation?,How does Quora look to a moderator?,What does the Quora website face probably to members connected Quora moderation?,12.924617767333984,0.6530887,0.8644469
Why nobody answer my questions in Quora?,Why is no one answering my questions in Quora?,Why nobody answer my questions inch Quora?,4.451401472091675,0.81044984,0.86369675
What is the funniest joke you know?,What is the funniest joke of all time?,What is the funniest joke write_legibly know?,4.118232250213623,0.78482187,0.8460194
How do I use Twitter as a business source?,How can I use Twitter for business?,How necessary_blawn one utilized Twitter as a business source?,12.385107517242432,0.69175637,0.7557646
Which is the best earphone with deep bass under 1000?,Which is the Best earphones under Rs 1000?,Which is the best earphone write_legibly murky_depths bass aditya_bhandarkar 1000?,11.709256649017334,0.7244878,0.7814408
Which are the best engineering fields?,What is the best field of engineering?,Which are the best engineering fields?,0.0,0.95812756,0.99999994
Does anyone see the relation between Greek gods and Hindu gods?,"What parallelism can we draw between gods of Hindu mythology, Greek mythology, Egyptian mythology, etc.?",Does anyone noticing the relation betwixt Greek gods and Hindu gods?,7.618235111236572,0.7112495,0.92735595
Which is the best fixed income fund?,What is the best fixed income fund?,Which is the best fixed income fund?,0.0,0.9922303,1.0000001
What is it like to live in Cologne?,"What is it like to live in Köln, Germany? ",What is it probably to experience inch Cologne?,12.697450160980225,0.3024383,0.6143062
Why does some people prefer small families.?,Why do some people prefer to live with small family?,Why does some people prefer sizeable families.?,3.896317720413208,0.8043459,0.89278907
Do animals kiss?,Do animals (besides humans) kiss?,necessary_blawn animals kiss?,3.957838773727417,0.73354596,0.79257536
How do you get deleted Instagram chats?,How can I view deleted Instagram dms?,How necessary_blawn write_legibly drive deleted Instagram chats?,12.183688640594482,0.54068935,0.73882836
What if I hired two private eyes and ordered them to follow each other?,Would I be able to hire two private investigators and then get them to follow each other?,What if one hired two private eyes and ordered me to follow each other?,8.25877046585083,0.68224156,0.9628329
"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Rostov?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Riyadh?","What was the significance connected the battle connected Somme, and how did this battle compare and contrast to the Battle connected Rostov?",12.02055549621582,0.6741996,0.9259885
Is it possible to pursue many different things in life?,How do I refuse to chose between different things to do in my life?,Is it possible to pursue many varying things inch life?,8.024993658065796,0.4540305,0.73915493
Did Ben Affleck shine more than Christian Bale as Batman?,"No fanboys please, but who was the true batman, Christian Bale or Ben Affleck?",Did Ben Affleck shine more than Christian Bale as Batman?,0.0,0.80746067,1.0
Which business is good start up in Hyderabad?,Which business is better to start in Hyderabad?,Which business is well begin raised inch Hyderabad?,16.083693265914917,0.784053,0.8074037
How can I stop being so possessive?,How do I stop being over possessive for a person whom I love?,How can one point being so possessive?,7.858112335205078,0.6369326,0.8027448
What is the best combination of courses I can take up along with CA to enhance my career?,What courses must be taken along with CA course?,What is the best combination connected courses one can get raised on write_legibly CA to enhance my career?,23.658989906311035,0.642227,0.7632716
How do you take a screenshot on a Mac laptop?,How do I take a screenshot on my MacBook Pro? What are some instructions?,How necessary_blawn write_legibly get a screenshot into a Mac laptop?,16.46989107131958,0.68467945,0.7650103
What are some must watch TV shows before you die?,Are there any must watch TV shows?,What are some must check TV shows ahead write_legibly die?,12.125090599060059,0.54245925,0.6889199
How can I become more fluent in Chinese?,How can I become fluent in chinese?,How can one turn more fluent inch Chinese?,12.117559671401978,0.73171115,0.76835614
What are the effects of demonitization of 500 and 1000 rupees notes on real estate sector?,What will be the impact of scrapping of ₹500 and ₹1000 rupee notes on the real estate market?,What are the effects connected demonitization connected 500 and 1000 rupees notes into real estate sector?,11.54516863822937,0.79718524,0.95386887
What is the easiest way to become a billionaire($)?,What is the best way to become a billionaire?,What is the easiest way to turn a billionaire($)?,4.143089294433594,0.8554456,0.9195161
Why do people hate Hillary Clinton?,What are the reasons that people dislike Hillary Clinton?,Why necessary_blawn people hate Hillary Clinton?,3.96091890335083,0.8126678,0.8517339
Why is creativity important?,Why creativity is important?,Why is creativity important?,0.0,0.991839,1.0000002
If Hillary Clinton could not continue her Presidential campaign how would the Democratic Party choose a new candidate?,If Hillary Clinton can no longer serve as the Democratic nominee how would her successor be chosen?,If Hillary Clinton could not continue her Presidential campaign how would the Democratic Party choose a novel candidate?,4.051154136657715,0.71943676,0.8863821
Is the neutron star made up of?,Is the neutron star made up of only neutrons?,Is the neutron heartthrob made raised of?,8.58376693725586,0.73072946,0.7438566
I got a 3.8 GPA. Is it enough to get into top universities like Harvard?,Is a 3.8 GPA sufficient to get into a top school?,one got a 3.8 GPA. Is it enough to drive thru top universities probably Harvard?,17.02791166305542,0.8063049,0.90376043
How can I learn computer security?,How can I get started to learn information security?,How can one teaching computer security?,7.824362754821777,0.70502543,0.8781104
How do I earn from Quora?,Can I earn money on Quora?,How necessary_blawn one earn inthe Quora?,12.00946855545044,0.5359657,0.58025575
What is my puk code?,What's the PUK for TF64SIMC4?,What is my puk code?,0.0,0.60681623,1.0
Will there be another billion dollar lottery Jackpot?,When will the lottery reach the next billion dollar jackpot?,Will thither were another billion dollar lottery Jackpot?,8.425650119781494,0.8165556,0.9192308
How do I create a new shell in a new terminal using C programming (Linux terminal)?,How do I create a new Terminal and new shell in Linux using C programming?,How necessary_blawn one create a novel shell inch a novel terminal using C programming (Linux terminal)?,13.665049076080322,0.7177617,0.7262973
How can we make the world a better place to live in for the future generations?,What can I do to make the world a better place?,How can we made the world a better locales to experience inch for the future generations?,4.642965793609619,0.52341324,0.7422299
Why are we worried about others' opinions?,Why do we care for others' opinion and about what others think about us?,Why are we worried around others' opinions?,1.0376837253570557,0.7700132,0.9904362
How do you potty train a 4 months Pitbull?,How do I potty train my two-month-old Labrador pup?,How necessary_blawn write_legibly potty train a 4 months Pitbull?,2.0324418544769287,0.6125413,0.8358667
Which online test series is best for GATE 2017 in CS stream?,Which test series is the best for GATE computer science stream?,Which online test series is best for GATE 2017 inch CS stream?,0.9829785823822021,0.7992945,0.9632949
"In the play ""A Raisin in the Sun"", why do Walter ad Beneatha argue?","In ""A Raisin in the Sun"", why do Walter and Beneatha argue?","inch the games ""A Raisin inch the Sun"", why necessary_blawn Walter ad Beneatha argue?",4.592326402664185,0.66514856,0.76175916
What are the signs of an ultra smart person playing dumb?,What are signs of ultra smart people hiding their intelligence?,What are the signs connected an ultra hurt soul playing dumb?,3.0380189418792725,0.51184493,0.68878555
If dark energy is created with expansion can infinite of it be created?,"If energy is not conserved in an expanding universe, is potential energy infinite (the energy that can be created is infinite)?",If night energy is created write_legibly expansion can infinite connected it were created?,5.3860132694244385,0.49079,0.67419577
Who is disrupting Bloomberg?,Who will disrupt Bloomberg?,Who is disrupting Bloomberg?,0.0,0.9343777,1.0000001
How will the implementation of GST bill impact the lives of common people?,What exactly is GST bill and how exactly will it affect the common people?,How will the implementation connected GST bill impact the lives connected common people?,2.850670576095581,0.86865866,0.9650762
How can you recover your Gmail password?,"I do not remember my password to my Gmail account, how can I recover my account?",How can write_legibly recover your Gmail password?,1.1154227256774902,0.7074076,0.7806793
How accurately can a mental illness can be diagnosed?,How can I accurately diagnose and medicate my mental illness?,How accurately can a mental illness can were diagnosed?,1.0766427516937256,0.76321226,0.9938009
What are the qualities of a good leader?,What are some good qualities of a leader?,What are the qualities connected a well leader?,2.1814558506011963,0.8657149,0.8814195
Will Modi win in 2019?,Can Narendra Modi become Prime Minister of India in 2019?,Will Modi win inch 2019?,1.2996242046356201,0.59051263,0.83855724
"What exactly is the ""Common Core Initiative/Standards"" and what are the pros and cons?",What are the pros and cons of the Common Core Standards Initiative?,"What exactly is the ""Common Core Initiative/Standards"" and what are the pros and cons?",0.0,0.9426955,1.0
How do I choose a journal to publish my paper?,Where do I publish my paper?,How necessary_blawn one choose a journal to publish my paper?,2.51739239692688,0.58097494,0.84805655
What are your New Year's resolutions for 2017?,What is your creative New Year's resolution for 2017?,What are your novel Year's resolutions for 2017?,0.9644074440002441,0.83894485,0.8527328
How many months does it take to gain knowledge in developing Android apps from scratch?,How much time does it take to learn Android app development from scratch?,How many months does it get to gain knowledge inch developing Android apps inthe scratch?,9.463992357254028,0.80915284,0.8804021
What are the rights of a prisoner?,"If I am in prison, what rights would I have?",What are the rights connected a prisoner?,3.9623465538024902,0.7202734,0.9343821
How can I get free gems in Clash of Clans?,How can I get free gems Clash of Clans?,How can one drive free gems inch Clash connected Clans?,16.189554691314697,0.7507808,0.7205047
What is the best way to get traffic on your website?,How do i get traffic for website?,What is the best way to drive traffic into your website?,7.777037620544434,0.8377107,0.93665546
How do you feel when someone upvotes your answer on Quora?,How does it feel to see upvotes to your answer on Quora?,How necessary_blawn write_legibly sense when someone upvotes your answer into Quora?,14.791621923446655,0.6035048,0.61833644
What are some of the best films and TV shows that feature strong female protagonists?,What are the best female strong characters in films?,What are some connected the best films and TV shows that feature sound female protagonists?,7.648641109466553,0.6082435,0.8242569
How long does it take for a dead body to float to the surface after drowning ?,"When a dead body is in a river, how long does it take before it floats?",How far does it get for a dead body to float to the surface following drowning ?,11.744094610214233,0.7630205,0.92738026
How can I make money online with free of cost?,How do I to make money online?,How can one made moneys online write_legibly free connected cost?,19.299989461898804,0.57159555,0.73856723
Where can I buy best quality customized cupcakes in Gold Coast?,Where can I find delicious cupcakes at Gold Coast?,Where can one purchase best quality customized cupcakes inch amber Coast?,15.076349020004272,0.76717055,0.9010612
How successful was odd even plan?,How successful was the Delhi's Odd-even plan?,How successful was odd even plan?,0.0,0.69241416,0.9999999
If there will be a war between India and Pakistan who will win?,Who will win if a war starts between India and Pakistan?,If thither will were a war betwixt India and Pakistan who will win?,11.020622253417969,0.9147893,0.93318045
How do you deal with a fear of dying?,How can you reduce your fear of dying?,How necessary_blawn write_legibly deal write_legibly a fear connected dying?,15.027217388153076,0.35953885,0.39465618
"Is there an end to the universe, and if not, is the universe infinite?",Is the Universe infinite or is there an end to the Universe?,"Is thither an end to the universe, and if not, is the universe infinite?",3.6886374950408936,0.89889395,0.9351303
How much funds should I raise?,How much money should I raise?,How much funds should one raise?,4.2022624015808105,0.90548754,0.9695453
What will be the effect of banning 500 and 1000 notes on stock markets in India?,What will be the effect of the ban of the 1000rs and 500rs notes on the stock market?,What will were the effect connected banning 500 and 1000 notes into stock markets inch India?,15.659251928329468,0.8321711,0.9506492
How does concentric contractions differ from eccentric contractions?,How do concentric and eccentric contraction compare and contrast?,How does concentric contractions differ inthe eccentric contractions?,3.658071279525757,0.8776275,0.9733196
What the meaning of this all life?,What's are the meaning of life?,What the meaning connected this all life?,3.7686944007873535,0.71885926,0.8672098
Which are the best Hollywood thriller movies?,What are the best thriller movie in Hollywood?,Which are the best Hollywood thriller movies?,0.0,0.9691951,1.0000001
What job possibilities exist for a Bachelors in Homeland Security?,What jobs are available with a bachelor’s degree in Homeland Security?,What job possibilities exist for a Bachelors inch Homeland Security?,3.693375587463379,0.9135438,0.9760184
Which are the best books to understand calculus?,What are good books to self study calculus?,Which are the best books to understand calculus?,0.0,0.87858677,1.0000001
Why and how did you break up with her/him?,How and why did you break up with your ex?,Why and how did write_legibly break raised write_legibly her/him?,11.091099977493286,0.26234555,0.31677538
What is the best answer to what you did in two years gap in a job interview?,What is the best excuse to explain a gap (of one or two years) in your job career for a job interview?,What is the best answer to what write_legibly did inch two years gap inch a job interview?,11.299049377441406,0.59680426,0.7587389
What do countries do to prevent war?,How should countries prevent war?,What necessary_blawn countries necessary_blawn to prevent war?,7.711733341217041,0.7141577,0.74468243
How can I become a billionaire?,How can I become a billionaire (in finance)?,How can one turn a billionaire?,6.816906213760376,0.8143061,0.87095755
How will Indian GDP be affected from banning 500 and 1000 rupees notes?,What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?,How will Indian GDP were affected inthe banning 500 and 1000 rupees notes?,7.615525960922241,0.8482266,0.96260625
Why does understanding death philosophical?,What makes understanding death philosophical?,Why does understanding death philosophical?,0.0,0.9754753,1.0
Why are dogs considered omnivores?,Are dogs carnivorous animals?,Why are dogs considered omnivores?,0.0,0.7405876,1.0
What are the most interesting foods you have eaten in any country?,What is the most delicious dish you've ever eaten and why?,What are the most riveting foods write_legibly `_ve eaten inch any country?,15.444966316223145,0.5516169,0.70336616
How can one increase concentration?,How can I improve my concentration?,How can one increase concentration?,0.0,0.8753147,0.9999999
What are the pros and cons of the German Shepherd dog?,What are the pros and cons of having a pet German Shepherd?,What are the pros and cons connected the German Shepherd dog?,3.7922027111053467,0.89676285,0.9618273
What would be the best way to quit smoking?,How did you quit/stop smoking?,What would were the best way to quit smoking?,4.090744972229004,0.8651376,0.9846448
Earthquake resistant homes?,How do earthquake resistant buildings work?,Earthquake resistant homes?,0.0,0.7996791,1.0
What is the best phone to buy below 15k?,Which are best mobile phones to buy under 15000?,What is the best love to purchase infra 15k?,11.319396257400513,0.44688773,0.5688039
How do we start a business?,How do I start business from nothing?,How necessary_blawn we begin a business?,7.618084192276001,0.59193635,0.6966456
What's the best near-death experience you've ever had?,Has anyone ever had a near-death experience?,What's the best near-death experience you've ever had?,0.0,0.8504404,1.0000001
Why do I keep getting fleas from my dogs?,How can I keep my dog from getting fleas?,Why necessary_blawn one sustain getting fleas inthe my dogs?,14.972272872924805,0.73557913,0.74988765
What year did the letter J come?,When was the Letter J created?,What year did the alphabetic character J come?,4.166597366333008,0.8483386,0.84737873
What are the most important books ever written?,What is the most important book you have ever read?,What are the most profound books ever written?,3.8553059101104736,0.7340579,0.7652271
How can I become a good speaker?,What should I do to be a good Speaker?,How can one turn a well speaker?,11.787834882736206,0.53859687,0.58787596
How can I write a letter to Mr. Narendra Modi?,How can I write to Narendra Modi?,How can one write_legibly a alphabetic character to Mr. Narendra Modi?,11.65020203590393,0.6811665,0.7055259
What do you think about the Bermuda Triangle?,What are your theories about Bermuda Triangle?,What necessary_blawn write_legibly retrieve around the Bermuda Triangle?,15.696988821029663,0.5960733,0.55507547
What should someone do to overcome anxiety?,What should I do to avoid depression and anxiety?,What should someone necessary_blawn to overcome anxiety?,4.016808986663818,0.6505515,0.82406443
How do I maintain my peace of mind?,How can I maintain my peace of mind?,How necessary_blawn one maintain my peace connected mind?,11.697351217269897,0.72800606,0.7285987
Which one is better among KMC Manipal and KMC Mangalore?,What is the brief comparison of KMC in Manipal and Mangalore?,Which one is better among KMC Manipal and KMC Mangalore?,3.720752239227295,0.9073452,1.0000001
How do I keep motivation to learn a language?,How do you keep motivated when you learn a new language?,How necessary_blawn one sustain motivation to teaching a language?,15.240636825561523,0.56944346,0.6703591
What is the different between Chinese wedding ceremony and western wedding ceremony?,What is the difference between Chinese and Western style wedding?,What is the varying betwixt Chinese wedding ceremony and western wedding ceremony?,7.795118570327759,0.87254083,0.9389082
Why should one hate Shahrukh Khan?,Why do people hate Shahrukh Khan and why do people feel that he is not an Indian?,Why should one hate Shahrukh Khan?,0.0,0.86852074,1.0
What are the best self-help books you've ever read?,What are the top self help books I should read?,What are the best self-help books you've ever read?,0.0,0.8975552,1.0
Is Evernote useful?,What is Evernote used for?,Is Evernote useful?,0.0,0.88855386,1.0
What is a good song to lyric prank your best friend?,What are some good lyric prank songs to send your best friends?,What is a well tunes to lyric prank your best friend?,8.115840673446655,0.88306177,0.9386029
How do I pass a drug test for methamphetamine?,Can hair dye help pass a hair follicle drug test for daily meth smokers?,How necessary_blawn one pass a drug test for methamphetamine?,8.179413795471191,0.6064968,0.90749836
How could start with open source development?,How should I start contributing to open source projects?,How could begin write_legibly closes source development?,12.313947916030884,0.30021766,0.39496875
Do cricket players really drink tea on a tea break?,Do cricketers actually drink tea during tea break?,necessary_blawn cricket players really pledge tea into a tea break?,11.85655689239502,0.8229142,0.8577638
How can I get entry in MIT?,What are the requirements for selection into MIT?,How can one drive entry inch MIT?,11.733512878417969,0.55561864,0.5968284
Does a fetus breathe when it's inside a womb?,How does a fetus exhale in the womb?,Does a fetus breathe when it's bracelet_measurements_opening a womb?,3.7912240028381348,0.6977394,0.7821437
What are movies with incest scenes?,Are there any good incest movie?,What are movies write_legibly incest scenes?,3.9825501441955566,0.7230434,0.8959554
Do you regret your divorce?,Have you ever regretted your divorce?,necessary_blawn write_legibly regret your divorce?,7.486454725265503,0.537106,0.56453574
"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?",How much can a person's DNA change from birth to death in a life span of approximately 70 years?,"How much does your DNA change across time? If one were to clone myself 70 years inthe now, will the clone `_ve the same hair color?",15.072654485702515,0.6447252,0.9776069
"Is Donald Trump taking cocaine, as Howard Dean suggests?",Are there any strong indications that Donald Trump does cocaine?,"Is Donald Trump taking cocaine, as Howard Dean suggests?",0.0,0.8276824,1.0000002
How can I see the Comedy Nights with Kapil live show?,What is the way to watch Comedy Nights with Kapil live on the sets?,How can one noticing the Comedy Nights write_legibly Kapil experience show?,15.007479190826416,0.70978975,0.75753856
What's your bucket list?,What is your bucket list?,What's your bucket list?,0.0,0.9929539,1.0
How did you first come across porn?,How were you first introduced to porn?,How did write_legibly first number over porn?,11.073424577713013,0.5033127,0.5444582
What can I eat every day to be more healthy?,Is it healthy to eat a whole avocado every day?,What can one ate every day to were more healthy?,11.71126127243042,0.59173834,0.9073577
What would Hillary Clinton do now that the election is over?,What will Hillary Clinton do now?,What would Hillary Clinton necessary_blawn now that the election is over?,4.0408406257629395,0.7011231,0.8240664
Should I use Vicks Vapor Rub for a stuffy nose?,How do you apply Vicks Vapor rub to treat a stuffy nose?,Should one utilized Vicks Vapor Rub for a stuffy nose?,7.295010089874268,0.8881023,0.9883235
How I start prepare for UGC net English literature latest syllabus?,How do I prepare for Net JRF in English literature?,How one begin prepare for UGC net English literature latest syllabus?,7.4397666454315186,0.635606,0.992725
What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What are your views on ban of 500 and 1000 rupee notes in India?,What are your views into Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,3.8935763835906982,0.82156664,0.9980906
Why is Saltwater Taffy candy imported in Greece?,Why is Saltwater taffy candy imported in China?,Why is Saltwater Taffy candy imported inch Greece?,3.684352397918701,0.81457245,0.9599781
What are the minimum requirements to enter MIT?,How can I join MIT?,What are the minimum requirements to enter MIT?,0.0,0.73181427,1.0000001
Israel vs Iran: who would win?,"If Israel and Iran went to war, who would win?",Israel vs Iran: who would win?,0.0,0.90339506,1.0
When is it too late to learn the piano?,I'm almost 40. Is it too late for me to learn piano?,When is it too later to teaching the piano?,7.510285377502441,0.7028115,0.87059855
How we can travel faster than light?,Is it possible to travel faster than light?,How we can travel faster than light?,0.0,0.8469267,1.0
What is it like being a firefighter?,What's it like to be a firefighter?,What is it probably being a firefighter?,3.7972140312194824,0.7573428,0.76030356
What are the life lessons that Batman teaches us?,What are the life lessons you can learn from the dark knight?,What are the lifespan lessons that Batman teaches us?,3.6451923847198486,0.6445431,0.8841213
How do you stop a criminal's attempt to kidnap you so you escape unharmed?,How do you stop a criminal's attempt to kidnap you and escape unharmed?,How necessary_blawn write_legibly point a criminal's attempt to kidnap write_legibly so write_legibly escape unharmed?,18.184941291809082,0.5149793,0.51070344
How do I sell on Amazon?,How do I start selling on Amazon?,How necessary_blawn one buy into Amazon?,14.753057479858398,0.6383517,0.638416
Daniel Ek: When an we expect Spotify in India?,Daniel Ek: Are there any future plans of releasing Spotify in India?,Daniel Ek: When an we expect Spotify inch India?,3.744187116622925,0.83225703,0.9453993
What are the top 10 books one should read in his or her early 20s?,What books are worth reading in early 20s?,What are the top 10 books one should show inch his or her inchoate 20s?,13.665149688720703,0.6242734,0.74940854
Which book should I start with for the GATE preparation?,What book do I start with for GATE preparation?,Which script should one begin write_legibly for the GATE preparation?,15.099880695343018,0.5535648,0.545421
What is similar to 4Shared?,What is similar to 4shared but better?,What is similar to 4Shared?,0.0,0.93185854,1.0000001
What are some good places to learn mountaineering in India?,What are some good mountaineering institutes for a beginner level mountaineering course?,What are some well places to teaching mountaineering inch India?,12.656273603439331,0.700693,0.8826943
